"Date","Country","Rating","Title","Review","Page"
"October 15, 2018","the United States","1","Multi-echo household.. not impressed with this model.","We are a multi-echo household. We've bought echo devices for 4 other family/households. But I am really unimpressed with this one.I tried setting this one up in the kitchen. It was replacing a 2nd gen, which worked flawlessly for most of the year. But I wanted to put the 2nd gen in the basement, and replace it with this 3rd gen... The 3rd gen is slow to respond, to the point one thinks it didn't hear you and is turning off... only to then respond. It constantly drops connection and has a hard time reconnecting. -- the 2nd gen in the basement works perfectly. No dropped connections, no delays in response..I also put a 3rd gen in my bedroom, which has no issues, no delays, no dropped connection. So I assumed it was a bad dot and requested a replacement.Replacement got here today (I wasn't made aware it would be a refurbished one). I'm having the same issues with it. I am sending both back. It seems like it may be something with the wifi inside the dot, that it's not as good as prior generations.I love my other devices.. but this one, not so much.",3
"October 15, 2018","the United States","5","I have 2 in my room for multispeaker setup","They're pretty responsive. Sounds not the bad and not super great. But for the price? Why not.",3
"October 15, 2018","the United States","3","The Echo dot is OK for the price, but the Echo is 100X better.","I've been using the Echo dot and the Echo for about 3-weeks now. Everyone talks about the difference in the speakers and sound quality, so I'll leave that out of this review. What I want people to know is that the Echo is much better than the Echo Dot even though the Dot is 1/3 the price. I say this because the Echo Dot has a low-quality microphone. This is probably one of the ways they were able to reduce the price. Consider this:1. Responsiveness: I have the Dot in my room and the Echo in the living room. More often than not, when I say ""Alexa"" the Echo in the living room will respond while the Dot does nothing. Because of this, I had to change the wake word for my Dot. There are also times where I have to repeatedly try to wake my Dot because it just doesn't hear me. On the other hand, the Echo can hear me while I'm in the bathroom with the door closed.2. Understanding: A lot of times I'll clearly (and loudly) tell my Dot to do something, but it thinks I said something else. The Echo sometimes does this too, but the Dot does it much more frequently.I like the Dot overall, but if I could go back in time I would buy another Echo on monthly payments instead. It's just not worth the frustration of having to repeatedly yell at this hockey puck to get it to do something.",3
"October 15, 2018","the United States","2","Not an very good alarm clock","So with the added clock I thought awesome this could be a really cool alarm clock.What found is that Amazon stuck a clock on there device without really looking at how it would be used.My desire was for a alarm clock that I could wake to music.Setting this up is possible but clumsy and quite glitchy.I am still using it as an alarm clock with the hope it gets better.I have many little dislikes with but will only note the main ones.1) no physical way to turn off the alarm.This by far was the most challenging to do when I first wake up.Having to talk while my wife is still sleeping....2)not being able to pick what music that will play.3)the interface for setting the alarm needs work.",3
"October 15, 2018","the United States","2","Bass-Heavy Audio Frequency Characteristics and Limited Adjustability for Voice / Audiobooks","Bought this as an adjunct to the text-to-voice feature on my Amazon Fire / Kindle, which I used all the time to listen to content when I don't have time to sit and read.I have to say that the audio for this 3rd-generation Dot just isn't good.It's too resonant in the bass / low midrange, even when those values are minimized using the Alexa app.That app gives you three frequency ranges for adjustment--bass, midrange, and treble--which should be adequate.The problem is that the Dot speaker(s) and the shell of the device itself, naturally overemphasize bass and lower midrange.For my listening (mostly to spoken word, not music), that's not at all good--I need the higher frequencies to come through crisply, and to greatly attentuate the lower frequencies (at which spoken voice sounds muddy, indistinct, and slurred).I'll send this one back and maybe try again when Amazon has done a better job of configuring the shell to null out the inappropriately enhanced ranges.",3
"October 15, 2018","the United States","4","Cool. Irritating. Not sure I'm keeping it. (updated 1/21/19)","So the Echo Dot (3rd gen) is a pretty slick device. I've only had my pair for two days, but the learning curve is as easy or steep as you'd like to make it. Setting up routines, while relatively simple, can make you want to scream in some cases. You have no way of setting repeat to particular days. Your only options appear to be a single day, every day, weekdays or weekends. I work Sun - Wed. So to get my device to perform the routine the 4 days I need it to do so, I'm required to make 4 of the same routine and apply the dates needed to each one. Also, you set up your routine in the order you'd like to have it done (in my case - greeting, a particular song, news and then weather), but Alexa does it in her own order. (greeting, news, weather and then song) But the most annoying thing she does (and this may very well be a deal breaker for me) is that she talks over the beginning of every song you request. Those of us old enough to remember when AM radio was the only radio can also remember the DJ's talking over the intro and how frustrating it was -and now, still is.As for the performance - I was very surprised at how well the voice recognition works. Lots of background noise, dog barking etc. and I'd say she's been about 90-95% on getting it correct. And she gets better as you use her. The sound out of these little guys ain't bad. You're not going to throw parties with these speakers, but more than adequate for quiet background sounds or music. I have one in the living room and one in my bedroom paired up and they do reasonably well in my 1,000 sqft, home with wood floors. (no carpet to soak up the sound probably helps a bit) I've ordered another one and a sub to place in the living room. That will be good enough for a party, I believe.All in all I am very pleased with the device itself. Just not too happy with the examples above and a few other things. (navigating the app can be tiresome, but I'm sure this will improve with time and tweaking from Amazon) If anyone reading this review knows how to stop her from talking over songs - I'd really appreciate the tip. And judging by my scouring the web for a fix, so would plenty of other people.I'm moving forward with making the house a smart home with outlets, bulbs etc. But not sure Alexa will see it through to the end. I really do like the thing, but I can't stand DJ's to begin with and now to have this going on - I'm just not sure. That said, if the talking over intros isn't a thing for you - 4.5 stars easy.P.S. - As soon as I got mine up and running, I was immediately reminded of the movie Demon Seed. :)Update: After receiving another Dot, Echo and the Echo Sub - I'm keeping this system. The Sub adds much needed depth and bass. The Echo has been perfect for my bedroom and the 3rd Dot went into the bath. The Multi-Room Music function is awesome and I've learned to just accept her talking over songs considering what I've been able to get Alexa to do in the short time I've had it. Still not a 5, but getting closer. We have a pet iguana (in cold Ohio) and I plan on having Alexa run his lights, heat and humidifier. Alexa is much more reliable than my 16yo daughter when it comes to these things and it allows me to leave the house for extended periods and not worry about the iguana freezing or being burned. I'm installing window AC units in 3 rooms and having Alexa control those and doing away with the central air power hog that is due for replacement. All in all, this system can take over your house for you. Everything from ""Alexa, turn off lamps."" to controlling the dehumidifier in the basement to who knows what else. I am excited to see just how far I can take my house into the future with this.",3
"October 15, 2018","the United States","3","Needs an EQ, Seriously","Improvement over Dot 2? I guess.It's louder, but in an effort to provide more bass they made it sound muffled.You would think a large company spending millions of dollars on a project would hire audiophiles that can tell whether this thing is ready for market or not.They need to put an EQ in the app so we can set these things up to preference.I love the form factor and the mics are working well, but the sound makes me feel like I'm going deaf.I have a $12 Bluetooth speaker that sounds better.I own 7 Alexa speakers, so I do like the product, but I have to hook up my computer speakers to it to use this one.Also, I can't use this one in my car like I do my Dot 2 because of the new power plug they put on it. I can't plug it into USB to power it and I also can't hook it up to my portable battery power booster to carry it around the house anymore so I have to use my old Dot 2 for that.Amazon, listen to your customers!!!Thursday Jan.3, 2019 a few days after this review posted....I just found out that the Alexa app has an EQ now that I didn't know about.It could have more adjustments and more gain, but now at least I can make it sound less muddy so I'm happier now.",3
"October 15, 2018","the United States","5","Mis hijos lo adoran!","Alexa es muy simpatica. Tengo dos hijos adolescentes (13 y 15 anos) y se la han pasado dandole ordenes y haciendole preguntas desde que recibieron el Echo dot como regalo de Navidad.Realmente me ha asombrado la capacidad que tiene para interactuar con los diferentes miembros de la familia en diferentes idiomas: espanol e ingles. Tambien me me llamo la atencion como discrimina tu voz entre las demas en una conversacion. Es decir, a partir de que le has dicho ""Alexa"", solo se enfoca en lo que tu le estas solicitando, aunque haya otra conversacion de fondo en la misma habitacion, o ruido. Hemos descargado la app en el celular. Yo puedo estar fuera de casa y llamar al echo dot que esta en el playroom de mis hijos y ellos toman la llamada directamente alli. Nosotros vivimos en Paraguay, y le preguntas como esta el clima y te lo indica perfectamente. No he logrado aun conectar Imusic con Alexa, ya que me indica que esa funcion no esta disponible aun en mi pais. Asi que mis hijos estan evaluando cambiarse a Spotify. He comprado un smart doorbell compatible con Alexa, estara en camino. Cuando llegue pienso conectarlo para poder atender el timbre de la puerta del frente directamente desde Alexa.Tambien hemos comprado dos echo dot con reloj, pero esos recien salen a fin de enero (supongo que era un pre-sale). Estoy ansiosa de ver como funcionan esos dos como despertadores en el dormitorio, y entre los 3 como intercomunicadores.Ya he ordenado otro echo dot para regalarle a mi hermano para su cumpleanos. El tiempo de entrega es rapidisimo y llega muy bien empacado. Y hay que resaltar que el precio actual da para equiparse.Con referencia a la privacidad: este modelo tiene un boton para desactivar el microfono en caso de que desees que no te escuchen... En fin, no lo se. Si voy a estar preocupada por ese tipo de espias, entonces tampoco deberia de tener otro tipo de artefactos, comenzando por mi celular. Asi es que me lance a comprarlo sin pensar en ello.He decidido hacer esta resena en espanol, porque no hay tantas en este idioma y creo que tambien es importante. Saludos y feliz inicio de 2020 a todos!!",4
"October 15, 2018","the United States","5","Echo Dot 2 vs. 3 Review","SETUP:The setup was fairly easy overall. Upon loading the app you go to:devices - add button - add device - echo - select what kind of echo - choose generation - select device - connect to wifi - connect to bluetooth device (Optional) - you're done.So while it seems like a lot the app guides you every step of the way and only takes a few minutes.USING ALEXA:Nothing major software wise as these are pushes out to devices regularly. The only thing I noticed was voice recognition. It was a little better than my echo dot 2nd generation. Usually if I was in another room with my second generation I had to yell. With my 3rd generation I don't have to talk as loud.AUDIO QUALITY:The audio quality on the dot 3 was better than the dot 2 by far. Now there is still room for improvement but it did get better. Even right off the bat at setup I could tell that the quality was better. It sounds fuller and better base.DESIGN:As you can tell by the pictures the dot 3 has a new finish. Instead of plastic the dot 3 has fabric in various colors. There is also more color choices than the 2nd generation. I think that new version blends in better with the room. It also looks less hockey puck like. The buttons instead of being on the outer rim are now centered more towards the center. The 4 microphones are just beyond the buttons.PLUG:The plug for the newer version fits into the wall better than the second version. (See Picture) I didn't like this when Amazon introduced the second version but it's here now.PRICE:The new echo dot is at the same starting price of $50. The echo dot 2 has been discounted to $40 as of 11/18/18. So now the big question is it worth the price? Should I upgrade? Well in my opinion if you have the second generation you should not upgrade and instead invest in a bluetooth speaker. There is not much difference besides the design and audio quality between dot 2 and 3. The software is the same for both. If you really want better audio quality you should buy a bluetooth speaker and connect it to your echo dot. It's really not worth the $50 just for better audio quality and some nice fabric. However if you are looking to have multiple echo devices in your home then your probably better off getting the newer version.Overall:Both the echo dot 2 and 3 have their ups and downs. Really if you have another echo dot you don't need to upgrade. However if this is your first echo device or you want multiple echo devices in your home, consider the newer version.Well hope that helps!",4
"October 15, 2018","the United States","4","I like it...but it is also frustrating","I've got things set up in groups with only a few things to control right now.However, Alexa can't seem to figure out how to turn on/off individual items in a group.I have a TV and Light in my group ""bedroom"".I say ""Alexa, turn off the bedroom light"" or ""Alexa, turn the light off in the bedroom"" or ""Alexa, Bedroom light off"" and it just turns off everything in the bedroom.(or both items, w/e).WHY?????I can say ""Alexa, turn off/on all the lights"" and it will turn on/off all the lights in my house.What is so hard about doing that from one group?I set up a workaround and created a separate group for EACH light, and a group for each room.Kind of overkill, but it's the only workaround at the moment.Alexa doesn't like to turn on/off my tv without a group.I say ""Alexa, turn off My TV"" and it replies ""Do you mean my tv?""to which I reply, usually, with an exasperated ""YES"" and it replies ""I can't find my tv"".Then I respond with ""Alexa, why do you hate me?""or ""Alexa what the eff is wrong with you and why won't you turn on the one device you just asked me if it is the one I wanted?""SO.DANG. Frustrating.But, beyond all that, it's been pretty nice to turn on/control Pandora.I like asking Alexa for Chuck Norris facts.It's fun getting it to sing and answer silly questions.Just not ready for prime time, YET.Though after this long, will it EVER be ready???I want a skill where I can just walk into my room and say ""Bedroom Light"" and it will turn it on if it's off, or turn it off if it's on.It's not hard.It already checks the status of the light.It'd be a single line of code to implement.",4
"October 15, 2018","the United States","4","Love the sound quality and nee look of this version","Great sound from such a small device. Location selection can make a huge difference in sound quality and voice recognition. Placing near a wall / metal objects can cause echoes which can confuse alexa or distort the sound quality.Some apps are great.Others need improvement.Depends what you are using the smart device for and the product support associated with the external device.Voice recognition works great, even with kids still learning to speak.Our little one is able to request his favorite children's song without a problem",4
"October 15, 2018","the United States","1","Customer service for the echo dot is ridiculous!!","So, I have had a few echo dots.1st gen, few 3rd gens, never had one stop working.This latest stopped working within a month.And to replace it, they want you to send it back to wait to repair it and only if they can't repair it will they send you a new one.I don't know about everyone else but I don't want a ""repaired"" device that worked for less than a month.So silly how they''ll replace anything else except their own product!!",4
"October 15, 2018","the United States","1","Bad distortion after playing for few minutes","I own 1st generation Echo and Tap and decided to give this a try to use in other rooms.I was able to play from Amazon Music with no issue. However, there was a bad static after a few minutes of playing music. I reset it by unplugging it and plugging in back on and the distortion went away for a few minutes but came back again.Also paired it with my phone via bluetooth and played music from iTunes. Same problem, after few minutes, there was bad distortion.",4
"October 15, 2018","the United States","3","The Good and the Bad","I purchase this Dot (and 2 more) for my kids room so they could each listen to their own music, this is where the Bad comes in.They are not able to listen to different music on our Amazon Prime Music account, only one device can incontrol or the Music on Amazon Music. Unless I want to create them all separate Amazon accounts, which then I will need to manage and then invite them to the Amazon Unlimited Family Plan, which as you can guess cost an extra $149 a year.Kind of a rip off if you ask me.Now that being said, here are some good things...They can each listen to different iHeart radio stations and/or Spottify account.I can now sync them all together and play the SAME song through out the house pretty easily.The sound out of just a little device is great for the size.I purchased them on a Black Friday deal and they came with smart plugs.So, Amazon, time to give back and allow people to stream different music from our Prime Music accountson different Amazon devices (dots, echos, shows) without gouging us for more money.Other than that, I like them.",4
"October 15, 2018","the United States","5","Great for the Absent-Minded! Changed my life!","It sounds wierd to say Alexa/Echo Dot changed my life, but let me tell you how it has helped.I am absent-minded, and I have no sense of the passage of time.Quite often I'd forget to start dinner until 7PM, and since I am on a special diet, that meant eating later than optimal.I also take medication several times a day.Add to that how the day can simply get away from me, and I was feeling frustrated with myself! I had no one to blame but myself, but the thing was -- blame wasn't helping!So I got a dot.I started putting in reminders for meds, for starting dinner, for remembering to switch the laundry to the dryer.I got more done, and it helped me not get into negative self-talk/self-recrimination for my forgetfullness.If I had to stop mid-task, I told Alexa to tell me in 5 minutes.I used to really get off track if I went to the bathroom and forgot what I was doing before that.Well, now things flow better. I dont get annoyed with myself, I just fix the reminders!I don't use alarms anymore with their blaring noise -- if you are a forgetful or absent-minded person like me, an alarm is an annoying noise and youo still might not remember what it is FOR.Alexa just tells me.I am also free of the million-zillion post-it notes and the lists that always seemed to be in the wrong room.Alexa keeps all my lists, and can read them to me.I set up Google calendar, let Alexa have access and now she also can remind me what events are coming up --- be that doctors or social events.Finally I have a flow to my day that isnt disrupted if I chase down some internet research topic or read a little longer than planned.Alexa helps me keep things from falling off my radar, and I dont have to use a form of mild shame to motivate myself.I wish I had tried it much sooner.My husband was so amazed, he bought the 2nd one for me!He now enjoys having Alexa play sports talk radio and news, and fun stuff like jeapardy questions.I've started to listen to audiobooks more and my imagination is soaring.Alexa is a great addition to my life, the personal assistant I needed!",4
"October 15, 2018","the United States","4","Hopefully the Dot 3 is just having growing pains","The good news is the internal speaker is listenable, not bad even considering the size.Compared to the Dot 2 the speaker is light years ahead.Aesthetically, the 3 is 10x more appealing than the 2.It feels substantial, not plastic-y.Microphone-wise, I am not seeing much difference between the 3¡¯s far field 4 mikes and the 2¡¯s seven mikes...call it even.The bad news is, at least for me, the Bluetooth connection to external speakers is (was) waaaaayyyyy buggy.I tried it with a Bose Sound Dock equipped with a Bluetooth 30 pin converter and a regular Bluetooth speaker both of which functioned flawlessly with the Dot 2 right out of the box.The 3 had a terrible Bluetooth connection.So much so that I ended up calling Amazon for help.Annalise was great BTW...we ended up resetting the 3 and that seems to have fixed the issue...but then it made my WiFi smart plug start acting buggy...I fixed that on my lonesome.Once you get past the tin-foil hat aspect of having this thing listening to every word, it¡¯s a freaking cool concept and the 3 elevates the sound game exponentially over the 2.For $24 on Prime Alexa sale it¡¯s near the price of a stand alone alarm clock radio and is infinitely more useful.Once the bugs get worked out I think I¡¯ll love this thing.An added bonus is if I say Echo, murder, blood...the cops should be here quicker than a 911 call ;)",4
"October 15, 2018","the United States","5","Echo Dot 3 is Amazing!","I recently purchased Echo Dot 3 with Alexa, primarily for starting a Smart Home system. I am disabled/handicapped and am confined to my bed most of the time. Since the disease I suffer from is progressive I felt that is time to prepare for worse days ahead. When it arrived, I was amazed at the things it can do. So far I have set up playlists on Amazon Music while I am waiting for my order of Alexa controlled outlets to arrive. As time and money allow, I will be adding more components to the Smart Home system. In the meantime, I have calm, soothing music playing all night long, helping to distract my mind from the physical pain that I suffer from 24 hours a day. That, in itself, is worth having Amazon Dot 3 and Alexa.",4
"October 15, 2018","the United States","5","Love it!","Much improvement over the last gen in sound quality. I currently own 5 different echo devices and use the dot for the bathroom but the second gen was a little underwhelming during a shower. But, that is no longer an issue. Now if we can just get some decent 3rd party wall or socket mounts for this thing and I'll be set.",5
"October 15, 2018","the United States","2","VERY POOR sound quality","I have a 2nd gen Echo Dot, a Google Home Mini and now the 3rd gen Echo Dot.The Alexa functionality is great on both and Amazon has done a wonderful job. I like the overall design of the new version. That is where the positives end.I actually think the sound is better on the 2nd gen Echo Dot. The 3rd gen is much louder but is still lacking in the sound quality. The sound on the 3rd gen is very flat. Listening to music is not enjoyable on the new generation Dot. My Google Home Mini has a much better sound quality and I was hoping the new device would be closer in that aspect.I prefer the Alexa devices over the Google devices for voice commands (even though the Google devices have a better sense of humor). I use my 2nd gen Echo Dot as my daily alarm and have been very happy with it for some time.I am not expecting great sound quality from such a small device. I can not understand why Amazon thought this was acceptable.Amazon -- PLEASE improve the sound quality on the next version.",5
"October 15, 2018","the United States","5","Speaks and responds clearly","I am very happy with my Dots. I have them in 3 rooms. The range seems sometimes to be too close when I call out a command; however, when I am in a room and want to hear music I don't want to have to hear it from another room.Since I'm rating the speaker itself and not the Alexa App, I can only say it speaks clearly and plays music with good sound. It responds to my voice. Sometimes it doesn't understand me, even though it has supposedly learned my voice.It was easy to install. Found my WiFi with no problem.",5
"October 15, 2018","the United States","5","My first Echo.... 2 thumbs up","Without a doubt - it's quite an impressive creature.It's not pefect...but no tech is perfect... and I love tech.So...Amazon added whisper mode today.Experiencing that today - was one of those very special ""wow"" moments.... I called my friends to try out that new feature...and they all love it.It does much more than I expected.For quite a while I waited, as I thought ""I have my iPhone and Siri...why do I need Alexa?""Well, I love my iPhone... and am still very happy I now have an echo dot.I don't have any complaints-just look forward to the continued advancements Amazon's Echo team is making with the device.The quality of the device is excellent - and the sound it puts out- for its size... really impressive.Can I live it out it?Sure.... But is it fun and convenient to have.... absolutely.Very glad I finally got one!",5
"October 15, 2018","the United States","1","Incredibly disappointed with Alexa integration across the product line","Incredibly disappointed. This was one of EIGHT Fire TV and/or Echo devices that I purchased on Black Friday, hoping to switch from Roku TV and have a seamless smarthome experience. Oh boy, was I wrong.Whether I rename the the Fire TV devices or use their original names, the echo devices CANNOT control or recognize the tv devices, even after properly pairing them under the TV & Video setting in the Alexa app. I've tried to unpair, repair, restart, unregister, reregister, you name it. I've wasted days.Generally, Alexa responds with 'I cannot find a device named ...' I consider myself very technically savy and I'm positive this is not something that I'm doing wrong. I should've read more into this before buying. TONS of people all over the internet are having this problem. It's infuriating. Plain and simple, until problems like this are fixed, Amazon is blaintantly false advertising the way that their devices work.Other cons to note:-Multiple video apps stutter and sometimes even randomly pause without ever resuming unless you physically resume them.-Alexa drastically lowers the volume of the TV when you are voicing a command. This in-and-of-itself is not a huge problem. However, it becomes a problem often when after the command is complete, Alexa does not resume the original volume of the content. When this has happened, I've had to ask Alexa to turn the volume back up to the specific number it was at.-I have two third generation echos paired as a stereo system for the TV. Often, even though I have my fire TV set as the preferred device, only the echos hear my voice, and once again, because they cannot control the TV, they say that they cannot recognize the device and then I just have to pick up the controller anyway.-The Fire TV will often think that it hears an 'Alexa' when absolutely no where near that word has been stated. Because the volume lowers drastically when Alexa is listening, it creates an obnoxious volume dip in content to listen for nothing when this happens.-You cannot set a sleep timerHonestly I could go on and on about the cons and about just how unhappy I am about these products. There are even more problems than what I listed here, but I'm not wasting too much breath, as after doing days and days of research on these topics, I've seen that Amazon has absolutely no answers to these problems, even after thousands of people have reported the same problems over and over. Unless there is some revalatory software updated coming, I'll be returning hundreds of dollars of equipment.",5
"October 15, 2018","the United States","5","I can't believe it took me so long to buy this!","Oh boy, is this ever fun!I ordered 2 on Black Friday (just yesterday) and they were delivered today. How's that for in a blink? I took the first dot upstairs, plugged it in, downloaded the app and in no time at all, it was up and running. I asked my dot what time it was, the weather, and then said, ""Alexa, call ________"" and boom, their phone started ringing right through my little dot, they answered and said the sound was great -- was great on my end, too.I LOVE this.Obviously there's a ton it will do and after I hook up the other one in the kitchen, I'll be set up and rarin' to go.By the way, I'm 72 and if I can do this, it's a cinch you can.It's terrific!Alexa is playing the Blues station for me now.Omg, I'm in heaven.",5
"October 15, 2018","the United States","3","Sounds better when it does.","<U+00A0>Initially I was going to write a higher review but I have had some issues with the New Dit. Unfortunately at times it sounds Very Fuzzy, like a Buzzing sound. This will be during any random song.Sometimes the Same song will sound fine. Other times it can just sound horrible and I just yell for Alexa to STOP because I can't stand that sound. Almost seems like the speakers are just messed up half the time. When it works, it sounds Way better than the Echo 2. When it gets fuzzy, it's just awful. Also, I paid $30 New and NOW they're charging $50. THAT Is why I also Can NOT give it more than 3¡Ù.",5
"October 15, 2018","the United States","4","Still a Dot 3rd Gen with all of the flaw, but the clock is a great addition","I bought a 3rd gen Echo Dot last year and returned it pretty quickly.The design and build of it were good and solid but the sound of the Alexa voice was badly muffled.And it is still muffled in this one.The best part about this is the clock.And the best part about the clock is the brightness level setting.The first night I had it plugged in, it lit up the whole room like the sun.Then I discovered auto brightness.The auto brightness works very well, keeping the clock readable while not too bright.At night it is so dim that it casts virtually no light but it is easy to read.I gave the 3rd gen Echo Dot two stars.This one gets four because of the addition of the clock.",5
"October 15, 2018","the United States","3","Echo Dot in my Alexa/Ring ""echosystem"" - mostly notes on sound quality","I got this with a Ring Alarm bundle or I would never have bought it. But, I was curious to jump into the Alexa ""echosystem.""My journey started with looking for an alarm system as I live alone and occasionally travel for extended periods of time. I chose the Ring system partly because of my perceived better integration with Alexa (since Amazon did buy Ring, afterall).Current Amazon/Ring setup:Ring basic alarm kitRing spotlight battery camRing Doorbell 2Echo Dot (3rd gen)Echo Show 5Fire Tablet 7 (2019)Fire TV 4K (the short box version that was first to offer 4K, whatever generation that is)Pending additions:Ring Peephole cam (prob swapping out the Doorbell 2)Echo FlexHave my eye on:Echo (3rd gen) or Echo PlusEcho subwooferEcho StudioFire TV Cube (2019)As an Alexa point, the Dot does its job. The mic works and Alexa talks through the speaker.The sound quality is terrible for music. Compared to the Show 5, the Dot is slightly better balanced. The highs sound more tinny on the Show 5, and, while there is ever-so-slightly more bass, the Show 5 is ever-so-slightly more muddy than the Dot. In comparison to a JBL Flip 4 or UE Boom 2, the sound of both the Show 5 and Dot is inferior--and that's saying something because I'm quite disappointed with both the Flip and Boom in regards to price/sound quality (I recommend going with a B+O, Klipsch, Bose, etc. if you are looking for better sound in a similar size package--or maybe the UE Megaboom series in a size larger.).The Dot and Show 5 can be added to multiroom music groups through Alexa. This could be of value if one were to connect them to external speakers via the 3.5mm audio out jack on either device. I intend to do just that with an Echo Flex I have on order.If there were some equalization controls, these could be useful for softer, dispersed through-the-house music, but Amazon/Alexa don't seem to offer such features. That specifically is disappointing when using Amazon Music on my phone bluetoothed to my JBL Flip 4s because when I use Apple Music (which includes some equalizer controls), the JBL Flip 4s become somewhat bearable to listen to.I didn't realize how much I would like having a clock, and for that feature the Show 5 is nice. I haven't had a clock in my house except for the stove and microwave in years. For that feature alone though, I'd like to see the Echo Dot Clock come in charcoal or grey, which I would buy over the non-clock Dot.If you are looking for a device for listening to music without additional external speakers, I'd skip the Dot altogether, opting instead for one of the larger Amazon-branded Alexa devices or a reputable speaker brand device that has integrated Alexa functionality. With external speakers, you have a lot of options amongst the Echo devices, and the Dot could be a contender (cheaper with a deal or bundle maybe?) vs the Input, Flex, or Show devices.",5
"October 15, 2018","the United States","5","I love it! I wish I had gotten an Echo sooner.","I took advantage of Amazon¡¯s Black Friday pricing and being able to split up payments to order one along with some gifts for those on my list. I figured for such a low initial amount, I¡¯d try it<U+2014>starting with one. After setting it up and streaming my favorite music, getting the weather, news and being able to get an answer to most of the dumb questions my family can make up, ordered four more. I¡¯ve set them up through the house to use as an intercom, and got one to give to friends. Like a cell phone I don¡¯t know how we lived before having the Echo Dot and wish I had ordered them sooner. I really love it! I have a smart plug coming to see how it interacts with Alexa and play around with it before getting more. I really like that it can be used to make calls<U+2014>which helps out since we don¡¯t have a landline phone at the house. The units can be paired with Bluetooth speakers and your cell phone can be connected to play music. I haven¡¯t hooked one via the 3.5mm jack to a sound system but may later on for a party or something. It¡¯s handy as an alarm clock and timer too. I like that you can set reminders. Just don¡¯t say the word ¡°buy¡± around it, stuff will get added to your Amazon shopping cart. Thanks to my mom and brother and I nearly wound with a metal shed and have been trying to train them on how to interact with it. It struggles a little with an Appalachian accent and a deaf parent who has a hard time pronouncing words, we¡¯re working on getting it used to it. It¡¯s definitely worth it and buy several if you get one. Amazon has a deal that ends later this December where you can get one for $0.99 if you subscribe to the Unlimited Music<U+2014>effectively knocking $15 off the current price (24.99 as of this review). Now is the time to get one!",5
"October 15, 2018","the United States","2","Buyer beware, you are on your own: EXTREMELY poor technical support.","I have been using Echo devices for many months. There is good and bad.7 Echo home devices1 Echo Auto4 Smart plugs6 Smart lights1 Fire TVThe good:* The new generation is fairly easy to set up. Big improvement from the original devices.* Voice recognition is very good, even from across the room.* Sound quality is great for a small device.* Improvements in speech pattern and recognition are continuing. Very noticeable.* Smart Home integration is great: Using Routines to automate tasks is the best feature.The bad:* Set up can be problematic, and very annoying if your wifi signal is not excellent.* Connecting to Bluetooth speakers or other devices is problematic. Audio will stop, even though the stream is still running. Requires restarting either device to establish audio* Bluetooth devices can disconnect randomly, may or may not reconnect.* Settings such as ¡®preferred speaker,¡¯ are seldom honored.* Default music provider seems to do little if anything.The VERY bad:* Support is virtually nonexistent. I have spent months dealing with the bluetooth connection issues. Have called in twice, to Initiate and follow up on support request, that go through the same troubleshooting that I have already done. Problems continue. Asked to provide more information, no response. Twice told I would get a call back, no response. Was informed that we need to start the process all over from scratch.I work in computers and technology. Almost forty-years experience. Have installed and configured more than three dozen Echo devices. Very solid troubleshooting skills and multiple devices to test all possible configurations to determine which the issue.Is there anybody at Amazon that understands how these things are supposed to work? Someone who can look into these problems?-G",6
"October 15, 2018","the United States","5","Echo Dot for Amazon Music","I have been enjoying the Amazon Music BUT the albums and selections I selected on Amazon Music do not always play upon my request and at times some music I do not like starts playing!Also, the one Echo Dot is all I have and I only want to subscribe to the $3.99/ month option and it will not let me!",6
"October 15, 2018","the United States","1","The app is frustrating and kept freezing up on me.","First I would like to say that they need to change around the app to make it more user friendly. So many of the things I needed to check on the app were hidden and I had to watch YouTube videos or look for other outside sources just to figure out what I was doing. Also I was extremely frustrated that there was no place in the app to reset the dot. There is not even a reset button on the dot so every time mine would freeze up the only thing I could go was unplug the whole darn thing. I found out when you unplug it you loose all of your set reminders and such. Horrible design.On the not of it freezing up all the time that happens to be my biggest problem with this device. No matter where I put it in my home even 5 feet from the router it would barely connect to my internet. I had it on a CAT5 connection as well like the suggested. So every time I played music it would all of the sudden stop working. I would try and talk to it and it wouldn't respond. I would check on the app to see if it was still connected to the router and it would say that it was (screen shot picture of this), but it would still not respond to voice command or the app. I bought two different dots and both of them did this. I tried each of them out for 2 weeks and every day I would play music it would cut out several times. It would take me several minutes to get it working again and that is because I would get frustrated and unplug it like I said. One time I just left it frozen like that just to see if it would have come back on and after about 15 minutes or so it finally registered that it was working again. I would change the position the dotwas in around my house and I checked everything I could think possible to make the connection work better but nothing worked.I really wish this would have worked for me, but I ended up going to Google and theirs works amazingly. The best part is now my kid can use it as the Google one is set up by voice recognition.",6
